Region/Country/Area,Country,Year,Series,Value,Footnotes,Source
108,Burundi,1995,GDP per capita (US dollars),169.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2005,GDP per capita (US dollars),151.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2010,GDP per capita (US dollars),223.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2015,GDP per capita (US dollars),262.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2019,GDP per capita (US dollars),284.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2020,GDP per capita (US dollars),296.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2021,GDP per capita (US dollars),311.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,1995,GDP in constant 2015 prices (millions of US dollars),1827.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2005,GDP in constant 2015 prices (millions of US dollars),1905.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2010,GDP in constant 2015 prices (millions of US dollars),2376.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2015,GDP in constant 2015 prices (millions of US dollars),2811.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2019,GDP in constant 2015 prices (millions of US dollars),3313.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2020,GDP in constant 2015 prices (millions of US dollars),3324.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2021,GDP in constant 2015 prices (millions of US dollars),3383.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,1995,GDP real rates of growth (percent),-7.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2005,GDP real rates of growth (percent),0.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2010,GDP real rates of growth (percent),5.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2015,GDP real rates of growth (percent),-0.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2019,GDP real rates of growth (percent),4.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2020,GDP real rates of growth (percent),0.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2021,GDP real rates of growth (percent),1.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,1995,GDP in current prices (millions of US dollars),558.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2005,GDP in current prices (millions of US dollars),1105.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2010,GDP in current prices (millions of US dollars),1664.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2015,GDP in current prices (millions of US dollars),1596.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2019,GDP in current prices (millions of US dollars),1982.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2020,GDP in current prices (millions of US dollars),1704.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2021,GDP in current prices (millions of US dollars),1936.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,1995,GDP per capita (US dollars),1356.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2005,GDP per capita (US dollars),2243.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2010,GDP per capita (US dollars),3193.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2015,GDP per capita (US dollars),2891.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2019,GDP per capita (US dollars),3435.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2020,GDP per capita (US dollars),2924.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2021,GDP per capita (US dollars),3293.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,1995,GDP in constant 2015 prices (millions of US dollars),597.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2005,GDP in constant 2015 prices (millions of US dollars),1160.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2010,GDP in constant 2015 prices (millions of US dollars),1483.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2015,GDP in constant 2015 prices (millions of US dollars),1596.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2019,GDP in constant 2015 prices (millions of US dollars),1914.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2020,GDP in constant 2015 prices (millions of US dollars),1631.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2021,GDP in constant 2015 prices (millions of US dollars),1745.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,1995,GDP real rates of growth (percent),7.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2005,GDP real rates of growth (percent),6.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2010,GDP real rates of growth (percent),1.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2015,GDP real rates of growth (percent),1.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2019,GDP real rates of growth (percent),5.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
132,Cabo Verde,2020,GDP real rates of growth (percent),-14.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
